route_id,service_id,trip_id,trip_headsign,direction_id,block_id,shape_id,wheelchair_accessible,bikes_allowed
SC,8,803101,Beach/Wharf,0,8031,SANTA_CRUZER,1,
SC,8,803102,Beach/Wharf,0,8031,SANTA_CRUZER,1,
SC,8,803103,Beach/Wharf,0,8031,SANTA_CRUZER,1,
SC,8,803104,Beach/Wharf,0,8031,SANTA_CRUZER,1,
SC,8,803105,Beach/Wharf,0,8031,SANTA_CRUZER,1,
SC,8,803106,Beach/Wharf,0,8031,SANTA_CRUZER,1,
SC,8,803107,Beach/Wharf,0,8031,SANTA_CRUZER,1,
SC,8,803108,Beach/Wharf,0,8031,SANTA_CRUZER,1,
SC,8,803109,Beach/Wharf,0,8031,SANTA_CRUZER,1,
SC,8,803110,Beach/Wharf,0,8031,SANTA_CRUZER,1,
SC,8,803111,Beach/Wharf,0,8031,SANTA_CRUZER,1,
SC,8,803112,Beach/Wharf,0,8031,SANTA_CRUZER,1,
SC,8,803113,Beach/Wharf,0,8031,SANTA_CRUZER,1,
SC,8,803114,Beach/Wharf,0,8031,SANTA_CRUZER,1,
SC,8,803115,Beach/Wharf,0,8031,SANTA_CRUZER,1,
SC,8,803116,Beach/Wharf,0,8031,SANTA_CRUZER,1,
SC,8,803201,Downtown,0,8032,SANTA_CRUZER_IB_ONLY,1,
SC,8,803202,Beach/Wharf,0,8032,SANTA_CRUZER,1,
SC,8,803203,Beach/Wharf,0,8032,SANTA_CRUZER,1,
SC,8,803204,Beach/Wharf,0,8032,SANTA_CRUZER,1,
SC,8,803205,Beach/Wharf,0,8032,SANTA_CRUZER,1,
SC,8,803206,Beach/Wharf,0,8032,SANTA_CRUZER,1,
SC,8,803207,Beach/Wharf,0,8032,SANTA_CRUZER,1,
SC,8,803208,Beach/Wharf,0,8032,SANTA_CRUZER,1,
SC,8,803209,Beach/Wharf,0,8032,SANTA_CRUZER,1,
SC,8,803210,Beach/Wharf,0,8032,SANTA_CRUZER,1,
SC,8,803211,Beach/Wharf,0,8032,SANTA_CRUZER,1,
SC,8,803212,Beach/Wharf,0,8032,SANTA_CRUZER,1,
SC,8,803213,Beach/Wharf,0,8032,SANTA_CRUZER,1,
SC,8,803214,Beach/Wharf,0,8032,SANTA_CRUZER,1,
SC,8,803215,Beach/Wharf,0,8032,SANTA_CRUZER,1,
SC,8,803216,Beach/Wharf,0,8032,SANTA_CRUZER,1,
LOOP,1,10101,Counter Clockwise,1,101,LOOP_OUTER,,
LOOP,1,10102,Counter Clockwise,1,101,LOOP_OUTER,,
LOOP,1,10103,Counter Clockwise,1,101,LOOP_OUTER,,
LOOP,1,10104,Counter Clockwise,1,101,LOOP_OUTER_TO_MG,,
LOOP,1,10105,Counter Clockwise,1,101,LOOP_OUTER_TO_MG,,
LOOP,1,10106,Counter Clockwise,1,101,LOOP_OUTER,,
LOOP,1,10107,Counter Clockwise,1,101,LOOP_OUTER,,
LOOP,1,10108,Counter Clockwise,1,101,LOOP_OUTER_TO_MG,,
LOOP,1,10109,Counter Clockwise,1,101,LOOP_OUTER,,
LOOP,1,10110,Counter Clockwise,1,101,LOOP_OUTER,,
LOOP,1,10111,Counter Clockwise,1,101,LOOP_OUTER_TO_MG,,
LOOP,1,10112,Counter Clockwise,1,101,LOOP_OUTER,,
LOOP,1,10113,Counter Clockwise,1,101,LOOP_OUTER,,
LOOP,1,10114,Counter Clockwise,1,101,LOOP_OUTER,,
LOOP,1,10115,Counter Clockwise,1,101,LOOP_OUTER_TO_MG,,
LOOP,1,10401,Clockwise,0,104,LOOP_INNER,,
